entity_type,request_path,target_path,store_id,redirect_type
custom,hardware-1/drumset-headware/hi-hat-stands,/hardware/drumset-headware/hi-hat-stands/,10,301
custom,blogs/cedar-falls-april-2014-musician-of-the-month-sujeong-“sj”-seo.aspx,https://content.westmusic.com/,10,301
custom,ebans-emad-special,/evans-emad-special/,10,301
custom,staging/promark-bogo-two-for-the-price-of-one,,10,301
custom,cymbals-gongs-1/drumset-cymbals/crash-cymbals,/cymbals-gongs/drumset-cymbals/crash-cymbals/,10,301
custom,articles/start-the-school-year-winner----lorrie-davis.htm,https://content.westmusic.com/,10,301
custom,hardware-1/parts/cymbal-stand-parts,/hardware/parts/cymbal-stand-parts/,10,301
custom,search?searchterm=Jose+Hernandez+Signature+Series,/,10,301
custom,staging/new-offworld-practice-pads-1,/featured/new-offworld-practice-pads/,10,301
custom,staging-1/hardware-20-percent-off,/hardware-20-percent-off/,10,301
custom,drum-heads-1/world-drumming-heads,/drum-heads/world-drumming-heads/,10,301
custom,accessories-1/cymbal-cleaner,/accessories/cymbal-cleaner/,10,301
custom,drum-heads-2/concert,/drum-heads/concert/,10,301
custom,staging/phantom-regiment-used-gear,/specials/phantom-regiment-used-gear/,10,301
custom,staging-1/drumsets-100-off-2021-ps,/drumsets-100-off-2021/,10,301
custom,staging/new-products-from-remo,/new-products-from-remo/,10,301
custom,world-percussion/udu,/world-percussion/udu-drums/,10,301
custom,hardware-1/marching-hardware,/hardware/marching-hardware/,10,301
custom,in-our-stores/music-lessons-and-classes/summer-fun/2017-summer-fun,/home,10,301
custom,hardware-1/drumset-headware/bass-drum-pedals,/hardware/drumset-headware/bass-drum-pedals/,10,301
custom,imec-yamaha-gear,/imec-pre-order-yamaha-gear/,10,301
custom,Hardware/drumset-hardware-accessories,/accessories/drumming-accessories/,10,301
custom,accessories-1/ear-protection,/accessories/ear-protection/,10,301
custom,staging-1/holiday-product-features-week-4,/holiday-gear-week-4/,10,301
custom,blogs/teacher-feature-jessica-saunders.aspx,https://content.westmusic.com/,10,301
